cod_colegio;meac;partida;%_incidencia;1/03/2020;2/03/2020;3/03/2020;4/03/2020;5/03/2020;6/03/2020;7/03/2020;8/03/2020;9/03/2020;10/03/2020;11/03/2020;12/03/2020;13/03/2020;14/03/2020;15/03/2020
58;1;TRASLADO Y ALMACENAJE DE MATERIAL (VERIFICACIÓN DE MATERIALES CON PACKING LIST);0.010974428;;;;;;;0.09;0.1814;0.2919;0.4187;0.5613;0.736;0.8416;0.9;0.991259771
58;1;TRAZO, REPLANTEO Y NIVELACION DE PODIOS;0.018290713;;;;;;;0.09;0.1814;0.2919;0.4187;0.5613;0.736;0.8416;0.9;0.991259771
58;1;ARMADO IZAJE PORTICOS + VIGAS PERIMETRALES P y T + MEDICION DE DIAGONALES + ANCLAJE DE PODIOS ;0.141949191;;;;;;;0.09;0.1814;0.2919;0.4187;0.5613;0.736;0.8416;0.9;0.991259771
58;1;COLOCACIÓN VIGAS PISO SECUND. + CORREAS DE PISO;0.081113823;;;;;;;0.09;0.1814;0.2919;0.4187;0.5613;0.736;0.8416;0.9;0.991259771
58;1;COLOCACIÓN DE VIGUESTAS TECHO + COL. SECUND.;0.060835367;;;;;;;0.09;0.1814;0.2919;0.4187;0.5613;0.736;0.8416;0.9;0.991259771
58;1;TRASLADO Y NIVELACION DE PODIOS RAMPA;0.007316285;;;;;;;0.09;0.1814;0.2919;0.4187;0.5613;0.736;0.8416;0.9;0.991259771
58;1;COLOCACIÓN DE VIGAS DE PISO EN RAMPA + PLATAFORMA DE DESCANSO;0.040556912;;;;;;;0.09;0.1814;0.2919;0.4187;0.5613;0.736;0.8416;0.9;0.991259771
58;1;COLOCACION DE CORREAS PISO EN RAMPA +BARANDA;0.040556912;;;;;;;0.09;0.1814;0.2919;0.4187;0.5613;0.736;0.8416;0.9;0.991259771
58;1;COLOCACION Y ASEGURAMIENTO DE PLANCHAS RAMPA + ANGULO (PLANCHA);0.040556912;;;;;;;0.09;0.1814;0.2919;0.4187;0.5613;0.736;0.8416;0.9;0.991259771
58;1;"COLOCACION DE CANAL ""U"" + TRIPLAY FENOLICOS";0.039194384;;;;;;;0.09;0.1814;0.2919;0.4187;0.5613;0.736;0.8416;0.9;0.991259771
58;1;INSTALACION DE PANEL MURO + LISTONES DE MADERA;0.072509611;;;;;;;0.09;0.1814;0.2919;0.4187;0.5613;0.736;0.8416;0.9;0.991259771
58;1;INSTALACION DE PANEL TECHO;0.062790103;;;;;;;0.09;0.1814;0.2919;0.4187;0.5613;0.736;0.8416;0.9;0.991259771
58;1;INSTALACION DE ACCESORIOS INTER Y EXTER;0.040847256;;;;;;;0.09;0.1814;0.2919;0.4187;0.5613;0.736;0.8416;0.9;0.991259771
58;1;INSTALACION DE ALEROS;0.036449589;;;;;;;0.09;0.1814;0.2919;0.4187;0.5613;0.736;0.8416;0.9;0.991259771
58;1;INSTALACION DE VENTANAS Y PUERTA;0.042981986;;;;;;;0.09;0.1814;0.2919;0.4187;0.5613;0.736;0.8416;0.9;0.991259771
58;1;INSTALACIÓN DE CORTINAS, PIZARRA, EXTINTORES Y OTROS;0.010451836;;;;;;;0.09;0.1814;0.2919;0.4187;0.5613;0.736;0.8416;0.9;0.991259771
58;1;INSTALACION DE PISO VINILICO;0.068084468;;;;;;;0.09;0.1814;0.2919;0.4187;0.5613;0.736;0.8416;0.9;0.991259771
58;1;SELLADO DE MODULO;0.036254805;;;;;;;0.09;0.1814;0.2919;0.4187;0.5613;0.736;0.8416;0.9;0.991259771
58;1;INSTALACION DE CAJA PASE +TUBERIA;0.006532397;;;;;;;0.09;0.1814;0.2919;0.4187;0.5613;0.736;0.8416;0.9;0.991259771
58;1;INSTALACION DE TABLERO ;0.003266199;;;;;;;0.09;0.1814;0.2919;0.4187;0.5613;0.736;0.8416;0.9;0.991259771
58;1;CABLEADO Y CONEXIONADO ELECTRICO;0.070549891;;;;;;;0.09;0.1814;0.2919;0.4187;0.5613;0.736;0.8416;0.9;0.991259771
58;1;INSTALACION DE LUMINARIAS Y TOMACORRIENTES;0.036581425;;;;;;;0.09;0.1814;0.2919;0.4187;0.5613;0.736;0.8416;0.9;0.991259771
58;1;PRUEBAS ELECTRICAS ;0.005225918;;;;;;;0.09;0.1814;0.2919;0.4187;0.5613;0.736;0.8416;0.9;0.991259771
58;1;INSTALACION DE MONTANTES PLUVIALES;0.018290713;;;;;;;0.09;0.1814;0.2919;0.4187;0.5613;0.736;0.8416;0.9;0.991259771
58;1;LIMPIEZA FINAL DE MODULO Y ELIMINACION DE MAT.;0.007838877;;;;;;;0.09;0.1814;0.2919;0.4187;0.5613;0.736;0.8416;0.9;0.991259771
